Zone,Produit,origine,dispo_alim_tonnes,Disponibilité alimentaire (Kcal/personne/jour),Disponibilité de protéines en quantité (g/personne/jour),Disponibilité de matière grasse en quantité (g/personne/jour)
Bermudes,Graisses Animales Crue,animal,53.95,15.0,0.0,1.69
Bermudes,Huiles de Foie de Poisso,animal,0.0,0.0,0.0,0.0
Bermudes,Huiles de Poissons,animal,0.0,0.0,0.0,0.0
Bermudes,Lait - Excl Beurre,animal,6211.4,140.0,9.32,8.43
Bermudes,"Mollusques, Autres",animal,219.7,2.0,0.25,0.03
Bermudes,Oeufs,animal,969.8,57.0,4.34,4.0
Bermudes,Perciform,animal,657.8,14.0,2.9,0.18
Bermudes,Plantes Aquatiques,animal,0.0,0.0,0.0,0.0
Bermudes,Poissons Eau Douce,animal,314.6,9.0,1.42,0.35
Bermudes,"Poissons Marins, Autres",animal,635.7,17.0,2.66,0.58
Bermudes,Poissons Pelagiques,animal,551.2,20.0,2.69,0.89
Bermudes,Viande d'Ovins/Caprins,animal,176.15,19.0,1.01,1.6
Bermudes,Viande de Bovins,animal,2154.75,153.0,13.99,10.33
Bermudes,Viande de Suides,animal,1835.6,182.0,6.91,16.82
Bermudes,Viande de Volailles,animal,2120.3,108.0,12.1,6.32
Bermudes,"Viande, Autre",animal,16.25,1.0,0.13,0.04
Bolivie (État plurinational de),Abats Comestible,animal,39162.57,11.0,1.8,0.31
Bolivie (État plurinational de),Animaux Aquatiques Autre,animal,0.0,0.0,0.0,0.0
Bolivie (État plurinational de),"Beurre, Ghee",animal,640.26,1.0,0.0,0.14
Bolivie (État plurinational de),Cephalopodes,animal,0.0,0.0,0.0,0.0
Bolivie (État plurinational de),Crustacés,animal,0.0,0.0,0.0,0.0
Bolivie (État plurinational de),Crème,animal,320.13,0.0,0.0,0.02
Bolivie (État plurinational de),Graisses Animales Crue,animal,29985.51,56.0,0.05,6.26
Bolivie (État plurinational de),Huiles de Foie de Poisso,animal,0.0,0.0,0.0,0.0
Bolivie (État plurinational de),Huiles de Poissons,animal,0.0,0.0,0.0,0.0
Bolivie (État plurinational de),Lait - Excl Beurre,animal,491292.84,74.0,4.18,3.79
Bolivie (État plurinational de),"Mollusques, Autres",animal,106.71,0.0,0.0,0.0
Bolivie (État plurinational de),Oeufs,animal,55275.78,18.0,1.41,1.22
Bolivie (État plurinational de),Perciform,animal,0.0,0.0,0.0,0.0
Bolivie (État plurinational de),Plantes Aquatiques,animal,0.0,0.0,0.0,0.0
Bolivie (État plurinational de),Poissons Eau Douce,animal,8323.38,1.0,0.23,0.05
Bolivie (État plurinational de),"Poissons Marins, Autres",animal,9710.61,2.0,0.27,0.07
Bolivie (État plurinational de),Poissons Pelagiques,animal,5228.79,1.0,0.14,0.07
Bolivie (État plurinational de),Viande d'Ovins/Caprins,animal,18354.12,9.0,0.7,0.7
Bolivie (État plurinational de),Viande de Bovins,animal,211072.38,94.0,7.11,7.03
Bolivie (État plurinational de),Viande de Suides,animal,94865.19,39.0,2.27,3.21
Bolivie (État plurinational de),Viande de Volailles,animal,366122.01,148.0,10.91,11.29
Bolivie (État plurinational de),"Viande, Autre",animal,17927.28,6.0,0.69,0.31
Bosnie-Herzégovine,Abats Comestible,animal,8921.57,8.0,1.1,0.17
Bosnie-Herzégovine,Animaux Aquatiques Autre,animal,0.0,0.0,0.0,0.0
Bosnie-Herzégovine,"Beurre, Ghee",animal,2527.14,13.0,0.02,1.47
Bosnie-Herzégovine,Cephalopodes,animal,650.93,0.0,0.07,0.01
Bosnie-Herzégovine,Crustacés,animal,76.58,0.0,0.0,0.0
Bosnie-Herzégovine,Crème,animal,2642.01,4.0,0.05,0.36
Bosnie-Herzégovine,Graisses Animales Crue,animal,3369.52,17.0,0.01,1.93
Bosnie-Herzégovine,Huiles de Foie de Poisso,animal,0.0,0.0,0.0,0.01
Bosnie-Herzégovine,Huiles de Poissons,animal,0.0,0.0,0.0,0.0
Bosnie-Herzégovine,Lait - Excl Beurre,animal,666360.87,283.0,15.69,15.88
Bosnie-Herzégovine,"Mollusques, Autres",animal,76.58,0.0,0.0,0.0
Bosnie-Herzégovine,Oeufs,animal,17192.21,17.0,1.32,1.21
Bosnie-Herzégovine,Perciform,animal,3714.13,1.0,0.21,0.05
Bosnie-Herzégovine,Plantes Aquatiques,animal,0.0,0.0,0.0,0.0
Bosnie-Herzégovine,Poissons Eau Douce,animal,4250.19,2.0,0.29,0.07
Bosnie-Herzégovine,"Poissons Marins, Autres",animal,1110.41,1.0,0.13,0.04
Bosnie-Herzégovine,Poissons Pelagiques,animal,6471.01,5.0,0.67,0.28
Bosnie-Herzégovine,Viande d'Ovins/Caprins,animal,1799.63,3.0,0.17,0.29
Bosnie-Herzégovine,Viande de Bovins,animal,34920.48,54.0,3.68,4.23
Bosnie-Herzégovine,Viande de Suides,animal,35916.02,69.0,2.5,6.45
Bosnie-Herzégovine,Viande de Volailles,animal,50427.93,44.0,4.48,2.77
Bosnie-Herzégovine,"Viande, Autre",animal,229.74,0.0,0.01,0.0
Botswana,Abats Comestible,animal,7619.17,11.0,1.82,0.33
Botswana,Animaux Aquatiques Autre,animal,0.0,0.0,0.0,0.0
Botswana,"Beurre, Ghee",animal,1455.12,14.0,0.02,1.6
Botswana,Cephalopodes,animal,0.0,0.0,0.0,0.0
Botswana,Crustacés,animal,101.05,0.0,0.01,0.0
Botswana,Crème,animal,282.94,1.0,0.01,0.07
Botswana,Graisses Animales Crue,animal,2223.1,25.0,0.05,2.71
Botswana,Huiles de Foie de Poisso,animal,0.0,0.0,0.0,0.0
Botswana,Huiles de Poissons,animal,0.0,0.0,0.0,0.0
Botswana,Lait - Excl Beurre,animal,237952.54,205.0,10.4,10.25
Botswana,"Mollusques, Autres",animal,20.21,0.0,0.0,0.0
Botswana,Oeufs,animal,3940.95,7.0,0.56,0.45
Botswana,Perciform,animal,970.08,0.0,0.09,0.01
Botswana,Plantes Aquatiques,animal,0.0,0.0,0.0,0.0
Botswana,Poissons Eau Douce,animal,727.56,1.0,0.11,0.02
Botswana,"Poissons Marins, Autres",animal,424.41,0.0,0.06,0.01
Botswana,Poissons Pelagiques,animal,5921.53,7.0,0.84,0.41
Botswana,Viande d'Ovins/Caprins,animal,7598.96,14.0,1.45,0.81
Botswana,Viande de Bovins,animal,15864.85,35.0,3.1,2.4
Botswana,Viande de Suides,animal,1495.54,6.0,0.22,0.57
Botswana,Viande de Volailles,animal,10771.93,18.0,1.9,1.07
Botswana,"Viande, Autre",animal,22756.46,33.0,5.79,0.95
Brunéi Darussalam,Abats Comestible,animal,438.9,3.0,0.52,0.09
Brunéi Darussalam,Animaux Aquatiques Autre,animal,112.86000000000001,1.0,0.04,0.01
Brunéi Darussalam,"Beurre, Ghee",animal,698.06,34.0,0.03,3.86
Brunéi Darussalam,Cephalopodes,animal,1099.34,5.0,1.0,0.07
Brunéi Darussalam,Crustacés,animal,3653.32,9.0,1.77,0.1
Brunéi Darussalam,Crème,animal,300.96,4.0,0.05,0.38
Brunéi Darussalam,Graisses Animales Crue,animal,37.62,2.0,0.01,0.22
Brunéi Darussalam,Huiles de Foie de Poisso,animal,0.0,0.0,0.0,0.0
Brunéi Darussalam,Huiles de Poissons,animal,0.0,0.0,0.0,0.0
Brunéi Darussalam,Lait - Excl Beurre,animal,29456.46,135.0,6.52,5.77
Brunéi Darussalam,"Mollusques, Autres",animal,1162.04,1.0,0.2,0.03
Brunéi Darussalam,Oeufs,animal,6754.88,65.0,5.07,4.57
Brunéi Darussalam,Perciform,animal,1316.7,3.0,0.59,0.06
Brunéi Darussalam,Plantes Aquatiques,animal,0.0,0.0,0.0,0.0
Brunéi Darussalam,Poissons Eau Douce,animal,1312.52,5.0,0.76,0.17
Brunéi Darussalam,"Poissons Marins, Autres",animal,9074.78,40.0,6.42,1.33
Brunéi Darussalam,Poissons Pelagiques,animal,1901.9,11.0,1.3,0.62
Brunéi Darussalam,Viande d'Ovins/Caprins,animal,957.22,12.0,0.77,0.98
Brunéi Darussalam,Viande de Bovins,animal,5078.7,44.0,4.38,2.82
Brunéi Darussalam,Viande de Suides,animal,3490.3,52.0,2.01,4.77
Brunéi Darussalam,Viande de Volailles,animal,26279.66,214.0,21.36,13.57
Brunéi Darussalam,"Viande, Autre",animal,137.94,2.0,0.16,0.13
Brésil,Abats Comestible,animal,464839.83999999997,7.0,1.16,0.19
Brésil,Animaux Aquatiques Autre,animal,2003.62,0.0,0.0,0.0
Brésil,"Beurre, Ghee",animal,98177.38,10.0,0.01,1.08
Brésil,Cephalopodes,animal,8014.48,0.0,0.02,0.0
Brésil,Crustacés,animal,126228.06,1.0,0.16,0.01
Brésil,Crème,animal,0.0,0.0,0.0,0.0
Brésil,Graisses Animales Crue,animal,595075.14,59.0,0.03,6.49
Brésil,Huiles de Foie de Poisso,animal,0.0,0.0,0.0,0.0
Brésil,Huiles de Poissons,animal,0.0,0.0,0.0,0.0
Brésil,Lait - Excl Beurre,animal,29910039.36,252.0,13.16,13.32
Brésil,"Mollusques, Autres",animal,38068.78,0.0,0.01,0.0
Brésil,Oeufs,animal,1799250.76,33.0,2.48,2.22
Brésil,Perciform,animal,673216.32,3.0,0.66,0.05
Brésil,Plantes Aquatiques,animal,0.0,0.0,0.0,0.0
Brésil,Poissons Eau Douce,animal,989788.2800000001,9.0,1.45,0.33
Brésil,"Poissons Marins, Autres",animal,124224.44,1.0,0.21,0.03
Brésil,Poissons Pelagiques,animal,218394.58000000002,3.0,0.38,0.13
Brésil,Viande d'Ovins/Caprins,animal,124224.44,4.0,0.23,0.29
Brésil,Viande de Bovins,animal,7864208.5,161.0,14.68,10.97
Brésil,Viande de Suides,animal,2524561.2,92.0,3.33,8.6
Brésil,Viande de Volailles,animal,9016290.0,192.0,14.56,14.48
Brésil,"Viande, Autre",animal,22039.82,0.0,0.06,0.01
Bulgarie,Abats Comestible,animal,33514.719999999994,15.0,2.37,0.46
Bulgarie,Animaux Aquatiques Autre,animal,144.46,0.0,0.0,0.0
Bulgarie,"Beurre, Ghee",animal,5417.25,15.0,0.02,1.66
Bulgarie,Cephalopodes,animal,722.3,0.0,0.04,0.0
Bulgarie,Crustacés,animal,2311.36,0.0,0.07,0.0
Bulgarie,Crème,animal,72.23,0.0,0.0,0.01
Bulgarie,Graisses Animales Crue,animal,42687.93,117.0,0.31,12.85
Bulgarie,Huiles de Foie de Poisso,animal,0.0,0.0,0.0,0.0
Bulgarie,Huiles de Poissons,animal,0.0,0.0,0.0,0.0
Bulgarie,Lait - Excl Beurre,animal,1124693.33,260.0,15.82,14.56
Bulgarie,"Mollusques, Autres",animal,2094.6699999999996,0.0,0.02,0.0
Bulgarie,Oeufs,animal,60384.27999999999,32.0,2.59,2.26
Bulgarie,Perciform,animal,5850.63,1.0,0.17,0.04
Bulgarie,Plantes Aquatiques,animal,0.0,0.0,0.0,0.0
Bulgarie,Poissons Eau Douce,animal,18779.8,4.0,0.69,0.16
Bulgarie,"Poissons Marins, Autres",animal,938.99,0.0,0.03,0.01
Bulgarie,Poissons Pelagiques,animal,19502.1,8.0,1.09,0.38
Bulgarie,Viande d'Ovins/Caprins,animal,11773.49,10.0,0.59,0.78
Bulgarie,Viande de Bovins,animal,27736.32,12.0,1.47,0.63
Bulgarie,Viande de Suides,animal,189675.98,123.0,7.26,10.2
Bulgarie,Viande de Volailles,animal,149371.64,79.0,8.09,4.93
Bulgarie,"Viande, Autre",animal,9462.13,4.0,0.67,0.13
Burkina Faso,Abats Comestible,animal,26418.6,5.0,0.72,0.17
Burkina Faso,"Beurre, Ghee",animal,1524.15,2.0,0.0,0.25
Burkina Faso,Cephalopodes,animal,0.0,0.0,0.0,0.0
Burkina Faso,Crustacés,animal,846.75,0.0,0.01,0.0
Burkina Faso,Crème,animal,0.0,0.0,0.0,0.0
Burkina Faso,Graisses Animales Crue,animal,6774.0,9.0,0.03,0.94
Burkina Faso,Huiles de Poissons,animal,0.0,0.0,0.0,0.0
Burkina Faso,Lait - Excl Beurre,animal,504493.65,61.0,2.97,3.3
Burkina Faso,"Mollusques, Autres",animal,169.35,0.0,0.0,0.0
Burkina Faso,Oeufs,animal,44200.35,9.0,0.74,0.6
Burkina Faso,Perciform,animal,0.0,0.0,0.0,0.0
Burkina Faso,Plantes Aquatiques,animal,0.0,0.0,0.0,0.0
Burkina Faso,Poissons Eau Douce,animal,17612.4,2.0,0.31,0.07
Burkina Faso,"Poissons Marins, Autres",animal,49619.55,5.0,1.03,0.1
Burkina Faso,Poissons Pelagiques,animal,45724.5,6.0,0.84,0.25
Burkina Faso,Viande d'Ovins/Caprins,animal,41152.05,11.0,0.98,0.81
Burkina Faso,Viande de Bovins,animal,75868.8,23.0,1.79,1.74
Burkina Faso,Viande de Suides,animal,32684.55,16.0,0.61,1.53
Burkina Faso,Viande de Volailles,animal,38273.1,8.0,0.76,0.48
Burkina Faso,"Viande, Autre",animal,10499.7,2.0,0.29,0.06
Bélarus,Abats Comestible,animal,72703.89,24.0,3.89,0.71
Bélarus,Animaux Aquatiques Autre,animal,0.0,0.0,0.0,0.0
Bélarus,"Beurre, Ghee",animal,33030.21,69.0,0.09,7.85
Bélarus,Cephalopodes,animal,2432.82,1.0,0.11,0.01
Bélarus,Crustacés,animal,1590.69,0.0,0.03,0.0
Bélarus,Crème,animal,187.14,0.0,0.0,0.01
Bélarus,Graisses Animales Crue,animal,33591.63,71.0,0.01,7.88
Bélarus,Huiles de Foie de Poisso,animal,0.0,0.0,0.0,0.0
Bélarus,Huiles de Poissons,animal,0.0,0.0,0.0,0.0
Bélarus,Lait - Excl Beurre,animal,1251311.61,176.0,12.27,6.79
Bélarus,"Mollusques, Autres",animal,2339.25,0.0,0.02,0.0
Bélarus,Oeufs,animal,148402.02,61.0,4.65,4.27
Bélarus,Perciform,animal,31065.24,6.0,0.77,0.29
Bélarus,Plantes Aquatiques,animal,0.0,0.0,0.0,0.0
Bélarus,Poissons Eau Douce,animal,34433.76,6.0,1.02,0.24
Bélarus,"Poissons Marins, Autres",animal,10854.12,3.0,0.48,0.11
Bélarus,Poissons Pelagiques,animal,71019.63,15.0,2.24,0.65
Bélarus,Viande d'Ovins/Caprins,animal,1029.27,1.0,0.04,0.07
Bélarus,Viande de Bovins,animal,160098.27,104.0,6.95,8.25
Bélarus,Viande de Suides,animal,377742.09,195.0,11.73,15.99
Bélarus,Viande de Volailles,animal,292780.53,105.0,10.56,6.63
Bélarus,"Viande, Autre",animal,1964.97,1.0,0.09,0.02
Bénin,Abats Comestible,animal,9084.24,3.0,0.43,0.08
Bénin,Animaux Aquatiques Autre,animal,0.0,0.0,0.0,0.0
Bénin,"Beurre, Ghee",animal,309.69,1.0,0.0,0.07
Bénin,Cephalopodes,animal,0.0,0.0,0.0,0.0
Bénin,Crustacés,animal,1341.99,0.0,0.03,0.0
Bénin,Crème,animal,206.46,0.0,0.0,0.01
Bénin,Graisses Animales Crue,animal,1858.14,4.0,0.01,0.44
Bénin,Huiles de Foie de Poisso,animal,0.0,0.0,0.0,0.0
Bénin,Lait - Excl Beurre,animal,86713.2,16.0,0.78,0.71
Bénin,"Mollusques, Autres",animal,0.0,0.0,0.0,0.0
Bénin,Oeufs,animal,9290.7,3.0,0.26,0.21
Bénin,Perciform,animal,5367.96,1.0,0.12,0.01
Bénin,Plantes Aquatiques,animal,0.0,0.0,0.0,0.0
Bénin,Poissons Eau Douce,animal,27252.72,5.0,0.77,0.18
Bénin,"Poissons Marins, Autres",animal,87848.73,13.0,2.17,0.46
Bénin,Poissons Pelagiques,animal,15897.42,4.0,0.51,0.16
Bénin,Viande d'Ovins/Caprins,animal,8568.09,3.0,0.32,0.19
Bénin,Viande de Bovins,animal,31485.15,16.0,1.22,1.19
Bénin,Viande de Suides,animal,8258.4,5.0,0.24,0.46
Bénin,Viande de Volailles,animal,202846.95,52.0,6.97,2.47
Bénin,"Viande, Autre",animal,8877.78,2.0,0.42,0.07
Cabo Verde,Abats Comestible,animal,618.76,4.0,0.57,0.13
Cabo Verde,Animaux Aquatiques Autre,animal,0.0,0.0,0.0,0.0
Cabo Verde,"Beurre, Ghee",animal,84.83,3.0,0.01,0.38
Cabo Verde,Cephalopodes,animal,129.74,1.0,0.1,0.01
Cabo Verde,Crustacés,animal,169.66,1.0,0.1,0.0
Cabo Verde,Crème,animal,0.0,0.0,0.0,0.0
Cabo Verde,Graisses Animales Crue,animal,1302.39,51.0,0.1,5.7
Cabo Verde,Lait - Excl Beurre,animal,57704.36,200.0,10.7,10.17
Cabo Verde,"Mollusques, Autres",animal,314.37,0.0,0.05,0.01
Cabo Verde,Oeufs,animal,2534.92,17.0,1.45,1.2
Cabo Verde,Perciform,animal,1472.05,3.0,0.69,0.06
Cabo Verde,Plantes Aquatiques,animal,0.0,0.0,0.0,0.0
Cabo Verde,Poissons Eau Douce,animal,19.96,0.0,0.01,0.0
Cabo Verde,"Poissons Marins, Autres",animal,863.27,3.0,0.48,0.1
Cabo Verde,Poissons Pelagiques,animal,3018.95,14.0,2.04,0.63
Cabo Verde,Viande d'Ovins/Caprins,animal,948.1,7.0,0.72,0.38
Cabo Verde,Viande de Bovins,animal,998.0,9.0,0.82,0.6
Cabo Verde,Viande de Suides,animal,6007.96,94.0,3.34,8.76
Cabo Verde,Viande de Volailles,animal,9456.05,63.0,6.62,3.88
Cabo Verde,"Viande, Autre",animal,114.77,1.0,0.11,0.08
Cambodge,Abats Comestible,animal,20734.95,4.0,0.69,0.1
Cambodge,Animaux Aquatiques Autre,animal,151.35,0.0,0.0,0.0
Cambodge,"Beurre, Ghee",animal,454.05,1.0,0.0,0.06
Cambodge,Cephalopodes,animal,6810.75,1.0,0.17,0.01
Cambodge,Crustacés,animal,13318.8,1.0,0.19,0.01
Cambodge,Crème,animal,0.0,0.0,0.0,0.0
Cambodge,Graisses Animales Crue,animal,11048.55,14.0,0.07,1.55
Cambodge,Huiles de Foie de Poisso,animal,0.0,0.0,0.0,0.0
Cambodge,Huiles de Poissons,animal,0.0,0.0,0.0,0.0
Cambodge,Lait - Excl Beurre,animal,52518.45,6.0,0.3,0.24
Cambodge,"Mollusques, Autres",animal,7718.85,0.0,0.04,0.0
Cambodge,Oeufs,animal,20734.95,5.0,0.41,0.38
Cambodge,Perciform,animal,302.7,0.0,0.0,0.0
Cambodge,Plantes Aquatiques,animal,0.0,0.0,0.0,0.0
Cambodge,Poissons Eau Douce,animal,514590.0,64.0,10.16,2.33
Cambodge,"Poissons Marins, Autres",animal,82637.1,19.0,2.54,0.72
Cambodge,Poissons Pelagiques,animal,1664.85,0.0,0.03,0.01
Cambodge,Viande d'Ovins/Caprins,animal,0.0,0.0,0.0,0.0
Cambodge,Viande de Bovins,animal,73404.75,21.0,1.98,1.43
Cambodge,Viande de Suides,animal,98680.2,64.0,1.98,6.17
Cambodge,Viande de Volailles,animal,27848.4,9.0,0.56,0.73
Cambodge,"Viande, Autre",animal,0.0,0.0,0.0,
Cameroun,Abats Comestible,animal,26482.26,4.0,0.57,0.11
Cameroun,Animaux Aquatiques Autre,animal,0.0,0.0,0.0,0.0
Cameroun,"Beurre, Ghee",animal,222.54,0.0,0.0,0.03
Cameroun,Cephalopodes,animal,0.0,0.0,0.0,0.0
Cameroun,Crustacés,animal,14242.56,1.0,0.16,0.01
Cameroun,Crème,animal,222.54,0.0,0.0,0.0
Cameroun,Graisses Animales Crue,animal,7121.28,7.0,0.02,0.73
Cameroun,Huiles de Foie de Poisso,animal,0.0,0.0,0.0,0.0
Cameroun,Huiles de Poissons,animal,0.0,0.0,0.0,0.0
Cameroun,Lait - Excl Beurre,animal,339818.58,28.0,1.42,1.52
Cameroun,"Mollusques, Autres",animal,0.0,0.0,0.0,0.0
Cameroun,Oeufs,animal,8901.6,1.0,0.11,0.09
Cameroun,Perciform,animal,54967.380000000005,2.0,0.46,0.04
Cameroun,Plantes Aquatiques,animal,0.0,0.0,0.0,0.0
Cameroun,Poissons Eau Douce,animal,87235.68,7.0,1.14,0.26
Cameroun,"Poissons Marins, Autres",animal,40947.36,3.0,0.48,0.11
Cameroun,Poissons Pelagiques,animal,144205.92,13.0,2.01,0.54
Cameroun,Viande d'Ovins/Caprins,animal,31155.599999999995,7.0,0.57,0.46
Cameroun,Viande de Bovins,animal,92799.18,22.0,1.69,1.61
Cameroun,Viande de Suides,animal,32713.38,12.0,0.47,1.12
Cameroun,Viande de Volailles,animal,73215.66,11.0,1.11,0.69
Cameroun,"Viande, Autre",animal,66984.54,9.0,1.48,0.25
Canada,Abats Comestible,animal,30256.52,3.0,0.42,0.08
Canada,Animaux Aquatiques Autre,animal,3166.38,0.0,0.01,0.0
Canada,"Beurre, Ghee",animal,94991.4,53.0,0.07,6.01
Canada,Cephalopodes,animal,2110.92,0.0,0.02,0.0
Canada,Crustacés,animal,157967.18,5.0,1.11,0.05
Canada,Crème,animal,343728.14,52.0,0.72,5.16
Canada,Graisses Animales Crue,animal,192093.72,124.0,0.56,13.54
Canada,Huiles de Foie de Poisso,animal,0.0,0.0,0.0,0.0
Canada,Huiles de Poissons,animal,0.0,0.0,0.0,0.0
Canada,Lait - Excl Beurre,animal,6606124.14,193.0,12.62,11.79
Canada,"Mollusques, Autres",animal,119970.62,2.0,0.23,0.03
Canada,Oeufs,animal,455606.9,49.0,3.81,3.49
Canada,Perciform,animal,169225.42,8.0,1.22,0.26
Canada,Plantes Aquatiques,animal,0.0,0.0,0.0,0.0
Canada,Poissons Eau Douce,animal,178724.56,10.0,1.47,0.39
Canada,"Poissons Marins, Autres",animal,5277.3,0.0,0.04,0.01
Canada,Poissons Pelagiques,animal,159022.63999999996,12.0,1.58,0.59
Canada,Viande d'Ovins/Caprins,animal,34126.54,7.0,0.35,0.55
Canada,Viande de Anim Aquatiq,animal,0.0,0.0,0.0,0.0
Canada,Viande de Bovins,animal,1064255.5,95.0,11.17,5.25
Canada,Viande de Suides,animal,802501.42,106.0,6.18,8.75
Canada,Viande de Volailles,animal,1290475.76,145.0,13.08,9.84
Canada,"Viande, Autre",animal,1759.1,0.0,0.04,0.01
Chili,Abats Comestible,animal,16915.2,3.0,0.5,0.08
Chili,Animaux Aquatiques Autre,animal,12686.4,0.0,0.01,0.0
Chili,"Beurre, Ghee",animal,21848.8,24.0,0.03,2.76
Chili,Cephalopodes,animal,30658.8,3.0,0.56,0.03
Chili,Crustacés,animal,35944.8,1.0,0.28,0.01
Chili,Crème,animal,1233.4000000000003,0.0,0.01,0.04
Chili,Graisses Animales Crue,animal,59731.8,67.0,0.18,7.37
Chili,Huiles de Foie de Poisso,animal,0.0,0.0,0.0,0.0
Chili,Huiles de Poissons,animal,0.0,0.0,0.0,0.0
Chili,Lait - Excl Beurre,animal,2045858.2,153.0,9.54,9.09
Chili,"Mollusques, Autres",animal,18677.2,1.0,0.09,0.01
Chili,Oeufs,animal,175671.4,36.0,2.7,2.35
Chili,Perciform,animal,58322.2,3.0,0.64,0.07
Chili,Plantes Aquatiques,animal,0.0,0.0,0.0,0.0
Chili,Poissons Eau Douce,animal,10924.4,1.0,0.16,0.04
Chili,"Poissons Marins, Autres",animal,352.4,0.0,0.01,0.0
Chili,Poissons Pelagiques,animal,65194.0,12.0,1.58,0.57
Chili,Viande d'Ovins/Caprins,animal,7400.4,2.0,0.16,0.13
Chili,Viande de Anim Aquatiq,animal,0.0,0.0,0.0,0.0
Chili,Viande de Bovins,animal,420413.2,116.0,9.03,8.61
Chili,Viande de Suides,animal,434861.6,178.0,7.33,16.24
Chili,Viande de Volailles,animal,643482.4,153.0,12.36,11.16
Chili,"Viande, Autre",animal,3876.4,1.0,0.09,0.01
Chine,Abats Comestible,animal,5043334.52,11.0,1.74,0.33
Chine,Animaux Aquatiques Autre,animal,949166.89,1.0,0.07,0.0
Chine,"Beurre, Ghee",animal,170000.04,3.0,0.0,0.28
Chine,Cephalopodes,animal,1175833.61,2.0,0.32,0.02
Chine,Crustacés,animal,5525001.3,5.0,0.98,0.05
Chine,Crème,animal,14166.67,0.0,0.0,0.0
Chine,Graisses Animales Crue,animal,2705833.97,36.0,0.0,4.0
Chine,Huiles de Foie de Poisso,animal,0.0,0.0,0.0,0.0
Chine,Huiles de Poissons,animal,0.0,0.0,0.0,0.0
Chine,Lait - Excl Beurre,animal,47005011.06,59.0,3.12,3.25
Chine,"Mollusques, Autres",animal,12537502.95,4.0,0.56,0.05
Chine,Oeufs,animal,26420839.549999997,75.0,5.85,5.35
Chine,Perciform,animal,4816667.8,6.0,1.18,0.06
Chine,Plantes Aquatiques,animal,13090003.08,9.0,0.69,0.04
Chine,Poissons Eau Douce,animal,22482505.29,30.0,4.73,1.09
Chine,"Poissons Marins, Autres",animal,2040000.48,3.0,0.49,0.12
Chine,Poissons Pelagiques,animal,552500.13,1.0,0.13,0.04
Chine,Viande d'Ovins/Caprins,animal,4377501.03,17.0,1.16,1.36
Chine,Viande de Bovins,animal,7409168.410000001,29.0,1.96,2.25
Chine,Viande de Suides,animal,54683346.2,368.0,11.62,35.27
Chine,Viande de Volailles,animal,19450837.91,65.0,4.45,5.04
Chine,"Viande, Autre",animal,1657500.39,4.0,0.58,0.16
Chine - RAS de Hong-Kong,Abats Comestible,animal,192851.08,81.0,13.27,2.25
Chine - RAS de Hong-Kong,Animaux Aquatiques Autre,animal,2449.36,1.0,0.05,0.02
Chine - RAS de Hong-Kong,"Beurre, Ghee",animal,8932.96,25.0,0.03,2.79
Chine - RAS de Hong-Kong,Cephalopodes,animal,21972.2,6.0,1.18,0.08
Chine - RAS de Hong-Kong,Crustacés,animal,85367.4,15.0,2.97,0.14
Chine - RAS de Hong-Kong,Crème,animal,1368.76,1.0,0.01,0.1
Chine - RAS de Hong-Kong,Graisses Animales Crue,animal,36524.28,88.0,0.04,9.84
Chine - RAS de Hong-Kong,Huiles de Foie de Poisso,animal,0.0,0.0,0.0,0.01
Chine - RAS de Hong-Kong,Huiles de Poissons,animal,0.0,0.0,0.0,0.0
Chine - RAS de Hong-Kong,Lait - Excl Beurre,animal,762543.4,190.0,9.26,8.01
Chine - RAS de Hong-Kong,"Mollusques, Autres",animal,89977.96,7.0,1.07,0.13
Chine - RAS de Hong-Kong,Oeufs,animal,104458.0,58.0,4.56,4.13
Chine - RAS de Hong-Kong,Perciform,animal,53453.68,10.0,1.75,0.31
Chine - RAS de Hong-Kong,Plantes Aquatiques,animal,0.0,0.0,0.0,0.0
Chine - RAS de Hong-Kong,Poissons Eau Douce,animal,72832.44,18.0,2.81,0.65
Chine - RAS de Hong-Kong,"Poissons Marins, Autres",animal,160937.36,47.0,7.06,1.7
Chine - RAS de Hong-Kong,Poissons Pelagiques,animal,18514.28,6.0,0.79,0.3
Chine - RAS de Hong-Kong,Viande d'Ovins/Caprins,animal,15992.880000000001,14.0,0.77,1.22
Chine - RAS de Hong-Kong,Viande de Bovins,animal,186007.28,95.0,10.21,5.55
Chine - RAS de Hong-Kong,Viande de Suides,animal,483460.44,445.0,17.43,41.02
Chine - RAS de Hong-Kong,Viande de Volailles,animal,395211.44,197.0,19.58,12.58
Chine - RAS de Hong-Kong,"Viande, Autre",animal,22404.44,12.0,1.56,0.63
Chine - RAS de Macao,Abats Comestible,animal,2739.44,15.0,2.43,0.4
Chine - RAS de Macao,Animaux Aquatiques Autre,animal,118.86,0.0,0.03,0.01
Chine - RAS de Macao,"Beurre, Ghee",animal,492.42,17.0,0.02,1.92
Chine - RAS de Macao,Cephalopodes,animal,1239.54,4.0,0.85,0.06
Chine - RAS de Macao,Crustacés,animal,4929.860000000001,13.0,2.6,0.13
Chine - RAS de Macao,Crème,animal,701.84,7.0,0.09,0.65
Chine - RAS de Macao,Graisses Animales Crue,animal,877.3,31.0,0.0,3.42
Chine - RAS de Macao,Huiles de Foie de Poisso,animal,0.0,0.0,0.0,0.0
